DRAFT_YEAR,PLAYER_LAST_NAME,PLAYER_FIRST_NAME,POSITION,full_name,merge_key
1984,Fleming,Vern,G,Vern Fleming,Vern Fleming_1984
2004,Flores,Luis,G,Luis Flores,Luis Flores_2004
1979,Flowers,Bruce,F,Bruce Flowers,Bruce Flowers_1979
1982,Floyd,Sleepy,G,Sleepy Floyd,Sleepy Floyd_1982
2009,Flynn,Jonny,G,Jonny Flynn,Jonny Flynn_2009
2020,Flynn,Malachi,G,Malachi Flynn,Malachi Flynn_2020
1975,Flynn,Mike,G,Mike Flynn,Mike Flynn_1975
1975,Fogle,Larry,G,Larry Fogle,Larry Fogle_1975
1962,Foley,Jack,F,Jack Foley,Jack Foley_1962
0,Fontaine,Ike,,Ike Fontaine,Ike Fontaine_0
1970,Fontaine,Levi,G,Levi Fontaine,Levi Fontaine_1970
0,Fontecchio,Simone,F,Simone Fontecchio,Simone Fontecchio_0
0,Foote,Jeff,C-F,Jeff Foote,Jeff Foote_0
0,Forbes,Bryn,G,Bryn Forbes,Bryn Forbes_0
0,Forbes,Gary,F,Gary Forbes,Gary Forbes_0
0,Ford,Aleem,F,Aleem Ford,Aleem Ford_0
1993,Ford,Alphonso,F,Alphonso Ford,Alphonso Ford_1993
2001,Ford,Alton,F,Alton Ford,Alton Ford_2001
1972,Ford,Chris,G,Chris Ford,Chris Ford_1972
1975,Ford,Don,F,Don Ford,Don Ford_1975
1970,Ford,Jake,G,Jake Ford,Jake Ford_1970
0,Ford,Jordan,G,Jordan Ford,Jordan Ford_0
1978,Ford,Phil,G,Phil Ford,Phil Ford_1978
0,Ford,Sharrod,F,Sharrod Ford,Sharrod Ford_0
1995,Ford,Sherell,F,Sherell Ford,Sherell Ford_1995
2003,Ford,T.J.,G,T.J. Ford,T.J. Ford_2003
0,Forman,Donnie,G,Donnie Forman,Donnie Forman_0
1976,Forrest,Bayard,C,Bayard Forrest,Bayard Forrest_1976
0,Forrest,Trent,G,Trent Forrest,Trent Forrest_0
2001,Forte,Joseph,G,Joseph Forte,Joseph Forte_2001
0,Fortson,Courtney,G,Courtney Fortson,Courtney Fortson_0
1997,Fortson,Danny,C-F,Danny Fortson,Danny Fortson_1997
1968,Foster,Fred,F,Fred Foster,Fred Foster_1968
1990,Foster,Greg,C,Greg Foster,Greg Foster_1990
1999,Foster,Jeff,F-C,Jeff Foster,Jeff Foster_1999
1983,Foster,Rod,G,Rod Foster,Rod Foster_1983
0,Foster Jr.,Michael,F,Michael Foster Jr.,Michael Foster Jr._0
2001,Fotsis,Antonis,F,Antonis Fotsis,Antonis Fotsis_2001
2012,Fournier,Evan,G-F,Evan Fournier,Evan Fournier_2012
1950,Foust,Larry,C,Larry Foust,Larry Foust_1950
0,Fowler,Jerry,C,Jerry Fowler,Jerry Fowler_0
1998,Fowlkes,Tremaine,F,Tremaine Fowlkes,Tremaine Fowlkes_1998
2017,Fox,De'Aaron,G,De'Aaron Fox,De'Aaron Fox_2017
1972,Fox,Harold,G,Harold Fox,Harold Fox_1972
1965,Fox,Jim,C,Jim Fox,Jim Fox_1965
1991,Fox,Rick,F,Rick Fox,Rick Fox_1991
2006,Foye,Randy,G,Randy Foye,Randy Foye_2006
1997,Foyle,Adonal,C,Adonal Foyle,Adonal Foyle_1997
0,Frahm,Richie,G,Richie Frahm,Richie Frahm_0
1999,Francis,Steve,G,Steve Francis,Steve Francis_1999
1987,Frank,Tellis,F,Tellis Frank,Tellis Frank_1987
0,Frankel,Nat,F,Nat Frankel,Nat Frankel_0
2013,Franklin,Jamaal,G,Jamaal Franklin,Jamaal Franklin_2013
2019,Franks,Robert,F,Robert Franks,Robert Franks_2019
0,Frazier,Tim,G,Tim Frazier,Tim Frazier_0
1967,Frazier,Walt,G,Walt Frazier,Walt Frazier_1967
1965,Frazier,Will,F,Will Frazier,Will Frazier_1965
0,Frazier II,Michael,G,Michael Frazier II,Michael Frazier II_0
2018,Frazier Jr.,Melvin,G-F,Melvin Frazier Jr.,Melvin Frazier Jr._2018
1986,Frederick,Anthony,F,Anthony Frederick,Anthony Frederick_1986
2011,Fredette,Jimmer,G,Jimmer Fredette,Jimmer Fredette_2011
1975,Free,World,G,World Free,World Free_1975
2011,Freedom,Enes,C,Enes Freedom,Enes Freedom_2011
2006,Freeland,Joel,C-F,Joel Freeland,Joel Freeland_2006
1966,Freeman,Donnie,G,Donnie Freeman,Donnie Freeman_1966
1970,Freeman,Gary,F,Gary Freeman,Gary Freeman_1970
1973,Freeman,Rod,F,Rod Freeman,Rod Freeman_1973
0,Freeman-Liberty,Javon,G,Javon Freeman-Liberty,Javon Freeman-Liberty_0
2004,Freije,Matt,F,Matt Freije,Matt Freije_2004
0,Frey,Frido,F,Frido Frey,Frido Frey_0
1957,Friend,Larry,G,Larry Friend,Larry Friend_1957
1968,Frink,Pat,G,Pat Frink,Pat Frink_1968
1953,Fritsche,Jim,C,Jim Fritsche,Jim Fritsche_1953
2005,Frye,Channing,F-C,Channing Frye,Channing Frye_2005
1972,Fryer,Bernie,G,Bernie Fryer,Bernie Fryer_1972
0,Fucarino,Frank,F,Frank Fucarino,Frank Fucarino_0
0,Fudge,Alex,F,Alex Fudge,Alex Fudge_0
0,Fuetsch,Herm,G,Herm Fuetsch,Herm Fuetsch_0
0,Fulks,Joe,F,Joe Fulks,Joe Fulks_0
0,Fuller,Hiram,F,Hiram Fuller,Hiram Fuller_0
1996,Fuller,Todd,C,Todd Fuller,Todd Fuller_1996
1980,Fuller,Tony,G,Tony Fuller,Tony Fuller_1980
2017,Fultz,Markelle,G,Markelle Fultz,Markelle Fultz_2017
1994,Funderburke,Lawrence,F,Lawrence Funderburke,Lawrence Funderburke_1994
1976,Furlow,Terry,G,Terry Furlow,Terry Furlow_1976
1948,Gabor,Billy,G,Billy Gabor,Billy Gabor_1948
0,Gabriel,Wenyen,F,Wenyen Gabriel,Wenyen Gabriel_0
2002,Gadzuric,Dan,C,Dan Gadzuric,Dan Gadzuric_2002
0,Gaffney,Tony,F,Tony Gaffney,Tony Gaffney_0
2019,Gafford,Daniel,F-C,Daniel Gafford,Daniel Gafford_2019
0,Gai,Deng,F,Deng Gai,Deng Gai_0
1947,Gainer,Elmer R.,,Elmer R. Gainer,Elmer R. Gainer_1947
1988,Gaines,Corey,G,Corey Gaines,Corey Gaines_1988
2003,Gaines,Reece,G,Reece Gaines,Reece Gaines_2003
0,Gaines,Sundiata,G,Sundiata Gaines,Sundiata Gaines_0
1971,Gale,Mike,G,Mike Gale,Mike Gale_1971
1991,Gallagher,Chad,C,Chad Gallagher,Chad Gallagher_1991
1948,Gallatin,Harry,F,Harry Gallatin,Harry Gallatin_1948
2008,Gallinari,Danilo,F,Danilo Gallinari,Danilo Gallinari_2008
0,Galloway,Langston,G,Langston Galloway,Langston Galloway_0
1958,Gambee,Dave,F,Dave Gambee,Dave Gambee_1958
1987,Gamble,Kevin,G-F,Kevin Gamble,Kevin Gamble_1987
0,Gantt,Bob,F,Bob Gantt,Bob Gantt_0
0,Garbajosa,Jorge,F,Jorge Garbajosa,Jorge Garbajosa_0
0,Garces,Ruben,F,Ruben Garces,Ruben Garces_0
0,Garcia,Alex,G-F,Alex Garcia,Alex Garcia_0
2005,Garcia,Francisco,G-F,Francisco Garcia,Francisco Garcia_2005
1948,Gardner,Earl,F,Earl Gardner,Earl Gardner_1948
0,Gardner,Thomas,G,Thomas Gardner,Thomas Gardner_0
1949,Gardner,Vern,C,Vern Gardner,Vern Gardner_1949
0,Garfinkel,Jack,G,Jack Garfinkel,Jack Garfinkel_0
0,Garino,Patricio,G-F,Patricio Garino,Patricio Garino_0
2019,Garland,Darius,G,Darius Garland,Darius Garland_2019
1979,Garland,Gary,G,Gary Garland,Gary Garland_1979
1987,Garland,Winston,G,Winston Garland,Winston Garland_1987
1955,Garmaker,Dick,G,Dick Garmaker,Dick Garmaker_1955
0,Garner,Chris,G,Chris Garner,Chris Garner_0
1982,Garnett,Bill,F,Bill Garnett,Bill Garnett_1982
1995,Garnett,Kevin,F,Kevin Garnett,Kevin Garnett_1995
0,Garnett,Marlon,G,Marlon Garnett,Marlon Garnett_0
0,Garrett,Billy,G-F,Billy Garrett,Billy Garrett_0
1979,Garrett,Calvin,F,Calvin Garrett,Calvin Garrett_1979
1988,Garrett,Dean,C,Dean Garrett,Dean Garrett_1988
0,Garrett,Diante,G,Diante Garrett,Diante Garrett_0
1969,Garrett,Eldo,G,Eldo Garrett,Eldo Garrett_1969
0,Garrett,Marcus,G,Marcus Garrett,Marcus Garrett_0
1972,Garrett,Rowland,F,Rowland Garrett,Rowland Garrett_1972
1988,Garrick,Tom,G,Tom Garrick,Tom Garrick_1988
1983,Garris,John,F,John Garris,John Garris_1983
0,Garris,Kiwane,G,Kiwane Garris,Kiwane Garris_0
1998,Garrity,Pat,F,Pat Garrity,Pat Garrity_1998
2021,Garuba,Usman,F,Usman Garuba,Usman Garuba_2021
1973,Garvin,Jim,F,Jim Garvin,Jim Garvin_1973
2021,Garza,Luka,C,Luka Garza,Luka Garza_2021
2007,Gasol,Marc,C,Marc Gasol,Marc Gasol_2007
2001,Gasol,Pau,C-F,Pau Gasol,Pau Gasol_2001
0,Gates,Frank,G,Frank Gates,Frank Gates_0
2018,Gates,Kaiser,F,Kaiser Gates,Kaiser Gates_2018
1991,Gatling,Chris,C-F,Chris Gatling,Chris Gatling_1991
1986,Gattison,Kenny,F,Kenny Gattison,Kenny Gattison_1986
2006,Gay,Rudy,F-G,Rudy Gay,Rudy Gay_2006
1950,Gayda,Ed,G,Ed Gayda,Ed Gayda_1950
0,Gaze,Andrew,F,Andrew Gaze,Andrew Gaze_0
2016,Gbinije,Michael,G-F,Michael Gbinije,Michael Gbinije_2016
1996,Geary,Reggie,G,Reggie Geary,Reggie Geary_1996
0,Gee,Alonzo,F,Alonzo Gee,Alonzo Gee_0
1992,Geiger,Matt,C,Matt Geiger,Matt Geiger_1992
2005,Gelabale,Mickael,F,Mickael Gelabale,Mickael Gelabale_2005
1999,George,Devean,F,Devean George,Devean George_1999
1953,George,Jack,G,Jack George,Jack George_1953
2023,George,Keyonte,G,Keyonte George,Keyonte George_2023
2010,George,Paul,F,Paul George,Paul George_2010
1990,George,Tate,G,Tate George,Tate George_1990
0,Georges-Hunt,Marcus,G,Marcus Georges-Hunt,Marcus Georges-Hunt_0
1975,Gerard,Gus,F,Gus Gerard,Gus Gerard_1975
1985,Gervin,Derrick,F,Derrick Gervin,Derrick Gervin_1985
1974,Gervin,George,G,George Gervin,George Gervin_1974
0,Getchell,Gorham,C,Gorham Getchell,Gorham Getchell_0
1972,Gianelli,John,C,John Gianelli,John Gianelli_1972
1971,Gibbs,Dick,F,Dick Gibbs,Dick Gibbs_1971
2006,Gibson,Daniel,G,Daniel Gibson,Daniel Gibson_2006
1948,Gibson,Dee,G,Dee Gibson,Dee Gibson_1948
0,Gibson,Jonathan,G,Jonathan Gibson,Jonathan Gibson_0
1963,Gibson,Mel,G,Mel Gibson,Mel Gibson_1963
1982,Gibson,Mike,F,Mike Gibson,Mike Gibson_1982
2009,Gibson,Taj,F,Taj Gibson,Taj Gibson_2009
0,Gibson,Ward,,Ward Gibson,Ward Gibson_0
2008,Giddens,J.R.,G,J.R. Giddens,J.R. Giddens_2008
2021,Giddey,Josh,G,Josh Giddey,Josh Giddey_2021
0,Gilder,Trey,F,Trey Gilder,Trey Gilder_0
2017,Giles III,Harry,F-C,Harry Giles III,Harry Giles III_2017
2018,Gilgeous-Alexander,Shai,G,Shai Gilgeous-Alexander,Shai Gilgeous-Alexander_2018
0,Gill,Anthony,F,Anthony Gill,Anthony Gill_0
0,Gill,Eddie,G,Eddie Gill,Eddie Gill_0
1990,Gill,Kendall,G,Kendall Gill,Kendall Gill_1990
0,Gillery,Ben,C,Ben Gillery,Ben Gillery_0
0,Gillespie,Collin,G,Collin Gillespie,Collin Gillespie_0
0,Gillespie,Freddie,F,Freddie Gillespie,Freddie Gillespie_0
0,Gillette,Gene,,Gene Gillette,Gene Gillette_0
1987,Gilliam,Armen,F,Armen Gilliam,Armen Gilliam_1987
1969,Gilliam,Herm,G,Herm Gilliam,Herm Gilliam_1969
1971,Gilmore,Artis,C,Artis Gilmore,Artis Gilmore_1971
1970,Gilmore,Walt,F,Walt Gilmore,Walt Gilmore_1970
0,Gilmur,Chuck,F,Chuck Gilmur,Chuck Gilmur_0
0,Gilyard,Jacob,G,Jacob Gilyard,Jacob Gilyard_0
1999,Ginobili,Manu,G,Manu Ginobili,Manu Ginobili_1999
1999,Giricek,Gordan,G,Gordan Giricek,Gordan Giricek_1999
1978,Givens,Jack,F,Jack Givens,Jack Givens_1978
0,Gladness,Mickell,C,Mickell Gladness,Mickell Gladness_0
0,Glamack,George,C,George Glamack,George Glamack_0
1990,Glass,Gerald,F,Gerald Glass,Gerald Glass_1990
1977,Glenn,Mike,G,Mike Glenn,Mike Glenn_1977
0,Glick,Norman,F,Norman Glick,Norman Glick_0
1985,Glouchkov,Georgi,F,Georgi Glouchkov,Georgi Glouchkov_1985
1971,Glover,Clarence,F,Clarence Glover,Clarence Glover_1971
1999,Glover,Dion,G,Dion Glover,Dion Glover_1999
2003,Glyniadakis,Andreas,C,Andreas Glyniadakis,Andreas Glyniadakis_2003
1980,Gminski,Mike,C,Mike Gminski,Mike Gminski_1980
2013,Gobert,Rudy,C,Rudy Gobert,Rudy Gobert_2013
0,Godfread,Dan,F,Dan Godfread,Dan Godfread_0
1955,Gola,Tom,G,Tom Gola,Tom Gola_1955
0,Goldfaden,Ben,F,Ben Goldfaden,Ben Goldfaden_0
1994,Goldwire,Anthony,G,Anthony Goldwire,Anthony Goldwire_1994
2005,Gomes,Ryan,F,Ryan Gomes,Ryan Gomes_2005
1977,Gondrezick,Glen,F,Glen Gondrezick,Glen Gondrezick_1977
1986,Gondrezick,Grant,G,Grant Gondrezick,Grant Gondrezick_1986
2002,Gooden,Drew,F,Drew Gooden,Drew Gooden_2002
1965,Goodrich,Gail,G,Gail Goodrich,Gail Goodrich_1965
0,Goodrich,Steve,C,Steve Goodrich,Steve Goodrich_0
2013,Goodwin,Archie,G,Archie Goodwin,Archie Goodwin_2013
0,Goodwin,Brandon,G,Brandon Goodwin,Brandon Goodwin_0
0,Goodwin,Jordan,G,Jordan Goodwin,Jordan Goodwin_0
0,Goodwin,Wilfred,F,Wilfred Goodwin,Wilfred Goodwin_0
2014,Gordon,Aaron,F,Aaron Gordon,Aaron Gordon_2014
2004,Gordon,Ben,G,Ben Gordon,Ben Gordon_2004
0,Gordon,Drew,C-F,Drew Gordon,Drew Gordon_0
2008,Gordon,Eric,G,Eric Gordon,Eric Gordon_2008
1984,Gordon,Lancaster,G,Lancaster Gordon,Lancaster Gordon_1984
1949,Gordon,Paul,F,Paul Gordon,Paul Gordon_1949
2005,Gortat,Marcin,C,Marcin Gortat,Marcin Gortat_2005
0,Gottlieb,Leo,G,Leo Gottlieb,Leo Gottlieb_0
2011,Goudelock,Andrew,G,Andrew Goudelock,Andrew Goudelock_2011
1951,Govedarica,Bato,G,Bato Govedarica,Bato Govedarica_1951
0,Graboski,Joe,F,Joe Graboski,Joe Graboski_0
1988,Grace,Ricky,G,Ricky Grace,Ricky Grace_1988
2018,Graham,Devonte',G,Devonte' Graham,Devonte' Graham_2018
1993,Graham,Greg,G,Greg Graham,Greg Graham_1993
2005,Graham,Joey,F,Joey Graham,Joey Graham_2005
1967,Graham,Mal,G,Mal Graham,Mal Graham_1967
1988,Graham,Orlando,F,Orlando Graham,Orlando Graham_1988
0,Graham,Paul,G,Paul Graham,Paul Graham_0
0,Graham,Stephen,G-F,Stephen Graham,Stephen Graham_0
0,Graham,Treveon,G-F,Treveon Graham,Treveon Graham_0
1984,Grandholm,Jim,C,Jim Grandholm,Jim Grandholm_1984
1987,Grandison,Ronnie,F,Ronnie Grandison,Ronnie Grandison_1987
2005,Granger,Danny,F-G,Danny Granger,Danny Granger_2005
1983,Granger,Stewart,G,Stewart Granger,Stewart Granger_1983
1994,Grant,Brian,F-C,Brian Grant,Brian Grant_1994
1950,Grant,Bud,F,Bud Grant,Bud Grant_1950
1988,Grant,Gary,G,Gary Grant,Gary Grant_1988
1989,Grant,Greg,G,Greg Grant,Greg Grant_1989
1988,Grant,Harvey,F,Harvey Grant,Harvey Grant_1988
1987,Grant,Horace,C,Horace Grant,Horace Grant_1987
2014,Grant,Jerami,F,Jerami Grant,Jerami Grant_2014
2015,Grant,Jerian,G,Jerian Grant,Jerian Grant_2015
1993,Grant,Josh,F,Josh Grant,Josh Grant_1993
1997,Grant,Paul,C,Paul Grant,Paul Grant_1997
1972,Grant,Travis,F,Travis Grant,Travis Grant_1972
2018,Grantham,Donte,F,Donte Grantham,Donte Grantham_2018
0,Grate,Don,G,Don Grate,Don Grate_0
1984,Graves,Butch,F,Butch Graves,Butch Graves_1984
2019,Gravett,Hassani,G,Hassani Gravett,Hassani Gravett_2019
2007,Gray,Aaron,C,Aaron Gray,Aaron Gray_2007
1995,Gray,Devin,F,Devin Gray,Devin Gray_1995
1997,Gray,Ed,G,Ed Gray,Ed Gray_1997
0,Gray,Evric,F,Evric Gray,Evric Gray_0
1967,Gray,Gary,G,Gary Gray,Gary Gray_1967
0,Gray,Josh,G,Josh Gray,Josh Gray_0
1974,Gray,Leonard,F,Leonard Gray,Leonard Gray_1974
2021,Gray,RaiQuan,F,RaiQuan Gray,RaiQuan Gray_2021
1984,Gray,Stuart,C,Stuart Gray,Stuart Gray_1984
1988,Gray,Sylvester,F,Sylvester Gray,Sylvester Gray_1988
0,Gray,Wyndol,G,Wyndol Gray,Wyndol Gray_0
1988,Grayer,Jeff,G,Jeff Grayer,Jeff Grayer_1988
1969,Greacen,Bob,F,Bob Greacen,Bob Greacen_1969
1985,Green,A.C.,F,A.C. Green,A.C. Green_1985
0,Green,AJ,G,AJ Green,AJ Green_0
2009,Green,Danny,G,Danny Green,Danny Green_2009
0,Green,Devin,G-F,Devin Green,Devin Green_0
2012,Green,Draymond,F,Draymond Green,Draymond Green_2012
2013,Green,Erick,G,Erick Green,Erick Green_2013
2005,Green,Gerald,G-F,Gerald Green,Gerald Green_2005
0,Green,JaMychal,F-C,JaMychal Green,JaMychal Green_0
2021,Green,Jalen,G,Jalen Green,Jalen Green_2021
0,Green,Javonte,G,Javonte Green,Javonte Green_0
2007,Green,Jeff,F,Jeff Green,Jeff Green_2007
1959,Green,Johnny,F,Johnny Green,Johnny Green_1959
2020,Green,Josh,G,Josh Green,Josh Green_2020
1981,Green,Ken,F,Ken Green,Ken Green_1981
1985,Green,Kenny,G,Kenny Green,Kenny Green_1985
1969,Green,Lamar,F,Lamar Green,Lamar Green_1969
1992,Green,Litterial,G,Litterial Green,Litterial Green_1992
1969,Green,Luther,F,Luther Green,Luther Green_1969
1973,Green,Mike,C,Mike Green,Mike Green_1973
1977,Green,Rickey,G,Rickey Green,Rickey Green_1977
1991,Green,Sean,G,Sean Green,Sean Green_1991
1956,Green,Si,G,Si Green,Si Green_1956
1983,Green,Sidney,F,Sidney Green,Sidney Green_1983
1975,Green,Steve,F,Steve Green,Steve Green_1975
2007,Green,Taurean,G,Taurean Green,Taurean Green_2007
1978,Green,Tommy,G,Tommy Green,Tommy Green_1978
2003,Green,Willie,G,Willie Green,Willie Green_2003
2008,Greene,Donte,F,Donte Greene,Donte Greene_2008
2005,Greene,Orien,G,Orien Greene,Orien Greene_2005
1963,Greenspan,Jerry,F,Jerry Greenspan,Jerry Greenspan_1963
1979,Greenwood,David,F,David Greenwood,David Greenwood_1979
1958,Greer,Hal,G,Hal Greer,Hal Greer_1958
0,Greer,Lynn,G,Lynn Greer,Lynn Greer_0
1968,Gregor,Gary,F,Gary Gregor,Gary Gregor_1968
1981,Gregory,Claude,F,Claude Gregory,Claude Gregory_1981
1982,Greig,John,F,John Greig,John Greig_1982
1953,Grekin,Norm,F,Norm Grekin,Norm Grekin_1953
1975,Grevey,Kevin,G,Kevin Grevey,Kevin Grevey_1975
2022,Griffin,AJ,F,AJ Griffin,AJ Griffin_2022
0,Griffin,Adrian,G-F,Adrian Griffin,Adrian Griffin_0
2009,Griffin,Blake,F,Blake Griffin,Blake Griffin_2009
2001,Griffin,Eddie,C,Eddie Griffin,Eddie Griffin_2001
1977,Griffin,Greg,F,Greg Griffin,Greg Griffin_1977
1976,Griffin,Paul,F,Paul Griffin,Paul Griffin_1976
2009,Griffin,Taylor,F,Taylor Griffin,Taylor Griffin_2009
1980,Griffith,Darrell,G,Darrell Griffith,Darrell Griffith_1980
1952,Grigsby,Chuck,G,Chuck Grigsby,Chuck Grigsby_1952
2021,Grimes,Quentin,G,Quentin Grimes,Quentin Grimes_2021
0,Grimm,Derek,F,Derek Grimm,Derek Grimm_0
0,Grimshaw,George,G,George Grimshaw,George Grimshaw_0
1952,Groat,Dick,G,Dick Groat,Dick Groat_1952
1975,Gross,Bob,F,Bob Gross,Bob Gross_1975
1962,Grote,Jerry,G,Jerry Grote,Jerry Grote_1962
1949,Groza,Alex,C,Alex Groza,Alex Groza_1949
0,Grundy,Anthony,G,Anthony Grundy,Anthony Grundy_0
1977,Grunfeld,Ernie,G,Ernie Grunfeld,Ernie Grunfeld_1977
1959,Guarilia,Gene,F,Gene Guarilia,Gene Guarilia_1959
1981,Gudmundsson,Petur,C,Petur Gudmundsson,Petur Gudmundsson_1981
0,Guduric,Marko,G,Marko Guduric,Marko Guduric_0
1954,Guerin,Richie,G,Richie Guerin,Richie Guerin_1954
2023,Gueye,Mouhamed,F,Mouhamed Gueye,Mouhamed Gueye_2023
1992,Gugliotta,Tom,F,Tom Gugliotta,Tom Gugliotta_1992
0,Guibert,Andres,C,Andres Guibert,Andres Guibert_0
0,Guidinger,Jay,C,Jay Guidinger,Jay Guidinger_0
0,Gunther,Coulby,F,Coulby Gunther,Coulby Gunther_0
1959,Gunther,Dave,F,Dave Gunther,Dave Gunther_1959
0,Guokas,Al,,Al Guokas,Al Guokas_0
1966,Guokas,Matt,G,Matt Guokas,Matt Guokas_1966
0,Guokas,Matt,G,Matt Guokas,Matt Guokas_0
0,Gutierrez,Jorge,G,Jorge Gutierrez,Jorge Gutierrez_0
2019,Guy,Kyle,G,Kyle Guy,Kyle Guy_2019
2000,Guyton,A.J.,G,A.J. Guyton,A.J. Guyton_2000
2004,Ha,Seung-Jin,C,Seung-Jin Ha,Seung-Jin Ha_2004
2019,Hachimura,Rui,F,Rui Hachimura,Rui Hachimura_2019
1975,Hackett,Rudy,F,Rudy Hackett,Rudy Hackett_1975
0,Haddadi,Hamed,C,Hamed Haddadi,Hamed Haddadi_0
1989,Haffner,Scott,G,Scott Haffner,Scott Haffner_1989
1953,Hagan,Cliff,F,Cliff Hagan,Cliff Hagan_1953
1978,Hagan,Glenn,G,Glenn Hagan,Glenn Hagan_1978
0,Hagans,Ashton,G-F,Ashton Hagans,Ashton Hagans_0
0,Hahn,Bob,C,Bob Hahn,Bob Hahn_0
1968,Hairston,Al,G,Al Hairston,Al Hairston_1968
1964,Hairston,Happy,F,Happy Hairston,Happy Hairston_1964
1975,Hairston,Lindsay,F,Lindsay Hairston,Lindsay Hairston_1975
2008,Hairston,Malik,G,Malik Hairston,Malik Hairston_2008
2014,Hairston,PJ,F-G,PJ Hairston,PJ Hairston_2014
2002,Haislip,Marcus,F,Marcus Haislip,Marcus Haislip_2002
0,Halbert,Chuck,C,Chuck Halbert,Chuck Halbert_0
1956,Halbrook,Harvey,C,Harvey Halbrook,Harvey Halbrook_1956
0,Hale,Bruce,G,Bruce Hale,Bruce Hale_0
1987,Haley,Jack,C,Jack Haley,Jack Haley_1987
2020,Haliburton,Tyrese,G,Tyrese Haliburton,Tyrese Haliburton_2020
1968,Halimon,Shaler,G,Shaler Halimon,Shaler Halimon_1968
2018,Hall,Devon,G,Devon Hall,Devon Hall_2018
0,Hall,Donta,F,Donta Hall,Donta Hall_0
0,Hall,Jordan,G,Jordan Hall,Jordan Hall_0
0,Hall,Josh,F,Josh Hall,Josh Hall_0
0,Hall,Mike,F,Mike Hall,Mike Hall_0
0,Hall,Tyler,G,Tyler Hall,Tyler Hall_0
1971,Halliburton,Jeff,G,Jeff Halliburton,Jeff Halliburton_1971
0,Ham,Darvin,F-G,Darvin Ham,Darvin Ham_0
1996,Hamer,Steve,C,Steve Hamer,Steve Hamer_1996
0,Hamilton,Dale,G,Dale Hamilton,Dale Hamilton_0
2016,Hamilton,Daniel,G-F,Daniel Hamilton,Daniel Hamilton_2016
0,Hamilton,Dennis,F,Dennis Hamilton,Dennis Hamilton_0
2011,Hamilton,Jordan,G-F,Jordan Hamilton,Jordan Hamilton_2011
2012,Hamilton,Justin,C,Justin Hamilton,Justin Hamilton_2012
0,Hamilton,Ralph,,Ralph Hamilton,Ralph Hamilton_0
1999,Hamilton,Richard,G,Richard Hamilton,Richard Hamilton_1999
1979,Hamilton,Roylee,G,Roylee Hamilton,Roylee Hamilton_1979
1958,Hamilton,Steve,F,Steve Hamilton,Steve Hamilton_1958
0,Hamilton,Tang,F,Tang Hamilton,Tang Hamilton_0
0,Hamilton,Thomas,C,Thomas Hamilton,Thomas Hamilton_0
0,Hamilton,Zendon,C,Zendon Hamilton,Zendon Hamilton_0
1993,Hammink,Geert,F-C,Geert Hammink,Geert Hammink_1993
1989,Hammonds,Tom,F,Tom Hammonds,Tom Hammonds_1989
2016,Hammons,AJ,C,AJ Hammons,AJ Hammons_2016
2020,Hampton,R.J.,G,R.J. Hampton,R.J. Hampton_2020
1994,Hancock,Darrin,F,Darrin Hancock,Darrin Hancock_1994
0,Handlogten,Ben,C,Ben Handlogten,Ben Handlogten_0
0,Hankins,Cecil,G,Cecil Hankins,Cecil Hankins_0
1973,Hankinson,Phil,F,Phil Hankinson,Phil Hankinson_1973
2017,Hannahs,Dusty,G,Dusty Hannahs,Dusty Hannahs_2017
1948,Hannum,Alex,F,Alex Hannum,Alex Hannum_1948
0,Hanrahan,Don,F,Don Hanrahan,Don Hanrahan_0
0,Hans,Rollen,G,Rollen Hans,Rollen Hans_0
0,Hansbrough,Ben,G,Ben Hansbrough,Ben Hansbrough_0
2009,Hansbrough,Tyler,F,Tyler Hansbrough,Tyler Hansbrough_2009
1983,Hansen,Bob,G,Bob Hansen,Bob Hansen_1983
1975,Hansen,Glenn,G,Glenn Hansen,Glenn Hansen_1975
1977,Hansen,Lars,C,Lars Hansen,Lars Hansen_1977
2003,Hansen,Travis,G-F,Travis Hansen,Travis Hansen_2003
1998,Hanson,Reggie,F,Reggie Hanson,Reggie Hanson_1998
1980,Hanzlik,Bill,F,Bill Hanzlik,Bill Hanzlik_1980
2010,Harangody,Luke,F,Luke Harangody,Luke Harangody_2010
1993,Hardaway,Anfernee,G-F,Anfernee Hardaway,Anfernee Hardaway_1993
1989,Hardaway,Tim,G,Tim Hardaway,Tim Hardaway_1989
2013,Hardaway Jr.,Tim,G-F,Tim Hardaway Jr.,Tim Hardaway Jr._2013
2009,Harden,James,G,James Harden,James Harden_2009
1963,Harding,Reggie,C,Reggie Harding,Reggie Harding_1963
1962,Hardnett,Charlie,F,Charlie Hardnett,Charlie Hardnett_1962
0,Hardy,Alan,G,Alan Hardy,Alan Hardy_0
2022,Hardy,Jaden,G,Jaden Hardy,Jaden Hardy_2022
1978,Hardy,James,F,James Hardy,James Hardy_1978
0,Hargis,John,G,John Hargis,John Hargis_0
2012,Harkless,Maurice,F-G,Maurice Harkless,Maurice Harkless_2012
1963,Harkness,Jerry,G,Jerry Harkness,Jerry Harkness_1963
1968,Harlicka,Skip,G,Skip Harlicka,Skip Harlicka_1968
0,Harmon,Jerome,G,Jerome Harmon,Jerome Harmon_0
1983,Harper,Derek,G,Derek Harper,Derek Harper_1983
0,Harper,Jared,G,Jared Harper,Jared Harper_0
